tanggal,komoditi,harga
2018-01-05,garam beryodium halus,11260.0
2018-01-04,garam beryodium halus,13060.0
2018-01-03,garam beryodium halus,10660.0
2018-07-31,garam beryodium halus,10540.0
2018-07-30,garam beryodium halus,9940.0
2018-07-13,garam beryodium halus,12660.0
2018-07-27,garam beryodium halus,10540.0
2018-07-25,garam beryodium halus,10860.0
2018-07-24,garam beryodium halus,11660.0
2018-07-23,garam beryodium halus,12160.0
2018-07-20,garam beryodium halus,9660.0
2018-07-19,garam beryodium halus,11710.0
2018-07-18,garam beryodium halus,12360.0
2018-07-17,garam beryodium halus,13160.0
2018-07-26,garam beryodium halus,10940.0
2018-01-17,garam beryodium halus,11100.0
2018-02-21,garam beryodium halus,10650.0
2018-02-19,garam beryodium halus,11260.0
2018-11-06,garam beryodium halus,10840.0
2018-11-07,garam beryodium halus,10740.0
2018-11-08,garam beryodium halus,11440.0
2018-11-09,garam beryodium halus,10340.0
2018-11-12,garam beryodium halus,11040.0
2018-11-13,garam beryodium halus,10800.0
2018-11-14,garam beryodium halus,10700.0
2018-11-05,garam beryodium halus,10940.0
2018-11-15,garam beryodium halus,10800.0
2018-11-19,garam beryodium halus,11800.0
2018-11-21,garam beryodium halus,10400.0
2018-12-05,garam beryodium halus,10200.0
2018-01-31,garam beryodium halus,10460.0
2018-01-12,garam beryodium halus,11360.0
2018-01-15,garam beryodium halus,13100.0
2018-11-22,garam beryodium halus,10400.0
2018-11-16,garam beryodium halus,10500.0
2018-02-20,garam beryodium halus,11860.0
2018-11-02,garam beryodium halus,10940.0
2018-12-04,garam beryodium halus,10400.0
2018-02-15,garam beryodium halus,10260.0
2018-02-14,garam beryodium halus,10400.0
2018-02-13,garam beryodium halus,10500.0
2018-02-12,garam beryodium halus,10640.0
2018-02-09,garam beryodium halus,9940.0
2018-02-08,garam beryodium halus,11300.0
2018-02-07,garam beryodium halus,12860.0
2018-09-06,garam beryodium halus,11140.0
2018-02-06,garam beryodium halus,9240.0
2018-02-02,garam beryodium halus,10060.0
2018-02-01,garam beryodium halus,10060.0
2018-01-11,garam beryodium halus,11460.0
2018-01-23,garam beryodium halus,11760.0
2018-01-22,garam beryodium halus,13260.0
2018-01-30,garam beryodium halus,11400.0
2018-12-03,garam beryodium halus,10400.0
2018-02-05,garam beryodium halus,9940.0
2018-09-07,garam beryodium halus,11040.0
2018-05-16,garam beryodium halus,10760.0
2018-09-12,garam beryodium halus,11840.0
2018-05-23,garam beryodium halus,10860.0
2018-08-15,garam beryodium halus,10800.0
2018-08-16,garam beryodium halus,11600.0
2018-05-22,garam beryodium halus,10960.0
2018-10-12,garam beryodium halus,10240.0
2018-01-19,garam beryodium halus,10600.0
2018-10-11,garam beryodium halus,10540.0
2018-05-21,garam beryodium halus,11060.0
2018-08-20,garam beryodium halus,11925.0
2018-05-18,garam beryodium halus,12740.0
2018-03-29,garam beryodium halus,11860.0
2018-03-28,garam beryodium halus,12840.0
2018-03-27,garam beryodium halus,10640.0
2018-03-26,garam beryodium halus,12200.0
2018-05-24,garam beryodium halus,11940.0
2018-03-23,garam beryodium halus,10800.0
2018-10-10,garam beryodium halus,10540.0
2018-12-20,garam beryodium halus,10500.0
2018-12-21,garam beryodium halus,10600.0
2018-12-26,garam beryodium halus,10900.0
2018-03-22,garam beryodium halus,11700.0
2018-08-03,garam beryodium halus,10440.0
2018-03-20,garam beryodium halus,12300.0
2018-03-19,garam beryodium halus,11500.0
2018-03-16,garam beryodium halus,12360.0
2018-03-15,garam beryodium halus,11860.0
2018-03-14,garam beryodium halus,9460.0
2018-03-13,garam beryodium halus,11860.0
2018-03-12,garam beryodium halus,10860.0
2018-03-09,garam beryodium halus,11340.0
2018-12-19,garam beryodium halus,10500.0
2018-03-08,garam beryodium halus,10340.0
2018-10-15,garam beryodium halus,10540.0
2018-05-28,garam beryodium halus,10840.0
2018-08-02,garam beryodium halus,10540.0
2018-08-01,garam beryodium halus,10540.0
2018-10-31,garam beryodium halus,11440.0
2018-10-30,garam beryodium halus,11840.0
2018-10-29,garam beryodium halus,10840.0
2018-10-26,garam beryodium halus,10540.0
2018-12-17,garam beryodium halus,10600.0
2018-12-18,garam beryodium halus,10600.0
2018-10-25,garam beryodium halus,10540.0
2018-10-24,garam beryodium halus,10540.0
2018-10-23,garam beryodium halus,10540.0
2018-10-22,garam beryodium halus,10540.0
2018-10-19,garam beryodium halus,10540.0
2018-10-18,garam beryodium halus,10540.0
2018-05-25,garam beryodium halus,10140.0
2018-10-17,garam beryodium halus,11840.0
2018-08-07,garam beryodium halus,9940.0
2018-08-08,garam beryodium halus,12800.0
2018-01-26,garam beryodium halus,11040.0
2018-05-04,garam beryodium halus,10860.0
2018-08-09,garam beryodium halus,12800.0
2018-08-10,garam beryodium halus,12100.0
2018-01-29,garam beryodium halus,11140.0
2018-05-14,garam beryodium halus,11560.0
2018-05-15,garam beryodium halus,12360.0
2018-08-13,garam beryodium halus,11100.0
2018-08-14,garam beryodium halus,11100.0
2018-05-07,garam beryodium halus,10860.0
2018-05-31,garam beryodium halus,11360.0
2018-05-30,garam beryodium halus,10340.0
2018-10-16,garam beryodium halus,11040.0
2018-03-07,garam beryodium halus,11160.0
2018-03-21,garam beryodium halus,10100.0
2018-03-05,garam beryodium halus,11160.0
2018-12-10,garam beryodium halus,10500.0
2018-12-28,garam beryodium halus,10300.0
2018-12-31,garam beryodium halus,10300.0
2018-12-11,garam beryodium halus,10700.0
2018-12-12,garam beryodium halus,10860.0
2018-09-10,garam beryodium halus,10940.0
2018-03-06,garam beryodium halus,10160.0
2018-08-29,garam beryodium halus,11540.0
2018-08-30,garam beryodium halus,10540.0
2018-08-31,garam beryodium halus,10940.0
2018-12-14,garam beryodium halus,10360.0
2018-09-28,garam beryodium halus,10540.0
2018-09-26,garam beryodium halus,10840.0
2018-09-25,garam beryodium halus,10540.0
2018-09-24,garam beryodium halus,11140.0
2018-09-21,garam beryodium halus,11840.0
2018-09-20,garam beryodium halus,11140.0
2018-09-19,garam beryodium halus,11540.0
2018-09-18,garam beryodium halus,10840.0
2018-09-17,garam beryodium halus,12540.0
2018-09-14,garam beryodium halus,10840.0
2018-09-13,garam beryodium halus,10540.0
2018-09-27,garam beryodium halus,10240.0
2018-12-07,garam beryodium halus,10200.0
2018-12-13,garam beryodium halus,10860.0
2018-12-06,garam beryodium halus,10100.0
2018-03-02,garam beryodium halus,11040.0
2018-03-01,garam beryodium halus,11140.0
2018-08-21,garam beryodium halus,12340.0
2018-08-22,garam beryodium halus,9740.0
2018-08-23,garam beryodium halus,10240.0
2018-08-27,garam beryodium halus,11940.0
2018-08-28,garam beryodium halus,9940.0
2018-05-03,garam beryodium halus,10160.0
2018-05-02,garam beryodium halus,10860.0
2018-12-27,garam beryodium halus,10000.0
2018-05-11,garam beryodium halus,11360.0
2018-05-09,garam beryodium halus,12860.0
2018-05-08,garam beryodium halus,12260.0
2018-10-09,garam beryodium halus,10040.0
2018-08-06,garam beryodium halus,10540.0
2018-10-08,garam beryodium halus,10840.0
2018-10-01,garam beryodium halus,12540.0
2018-10-05,garam beryodium halus,9940.0
2018-10-04,garam beryodium halus,11540.0
2018-10-02,garam beryodium halus,11540.0
2018-10-03,garam beryodium halus,10440.0
2018-01-30,gula pasir,13940.0
2018-08-16,gula pasir,13010.0
2018-04-10,gula pasir,12710.0
2018-04-11,gula pasir,12910.0
2018-04-12,gula pasir,12710.0
2018-04-13,gula pasir,12860.0
2018-04-16,gula pasir,12940.0
2018-04-02,gula pasir,13190.0
2018-08-15,gula pasir,12960.0
2018-08-01,gula pasir,13300.0
2018-12-10,gula pasir,12760.0
2018-12-07,gula pasir,12760.0
2018-12-06,gula pasir,12860.0
2018-12-05,gula pasir,12810.0
2018-12-04,gula pasir,12600.0
2018-06-29,gula pasir,13260.0
2018-12-03,gula pasir,12900.0
2018-08-14,gula pasir,13010.0
2018-08-13,gula pasir,12610.0
2018-08-10,gula pasir,12560.0
2018-04-03,gula pasir,13500.0
2018-01-24,gula pasir,13900.0
2018-06-26,gula pasir,13160.0
2018-04-05,gula pasir,13400.0
2018-06-25,gula pasir,13160.0
2018-06-22,gula pasir,13360.0
2018-06-21,gula pasir,12960.0
2018-06-08,gula pasir,12910.0
2018-06-07,gula pasir,12710.0
2018-04-04,gula pasir,13140.0
2018-06-06,gula pasir,13210.0
2018-06-04,gula pasir,13010.0
2018-08-03,gula pasir,12900.0
2018-06-28,gula pasir,12960.0
2018-04-06,gula pasir,12860.0
2018-08-07,gula pasir,12950.0
2018-04-09,gula pasir,12760.0
2018-08-02,gula pasir,13100.0
2018-08-08,gula pasir,12810.0
2018-08-09,gula pasir,12610.0
2018-06-05,gula pasir,12810.0
2018-08-06,gula pasir,12950.0
2018-09-07,gula pasir,12760.0
2018-01-12,gula pasir,13700.0
2018-11-21,gula pasir,12610.0
2018-11-19,gula pasir,12660.0
2018-11-16,gula pasir,12560.0
2018-11-15,gula pasir,12810.0
2018-11-14,gula pasir,12890.0
2018-11-13,gula pasir,12440.0
2018-11-12,gula pasir,13060.0
2018-11-09,gula pasir,12960.0
2018-11-08,gula pasir,12460.0
2018-11-07,gula pasir,12460.0
2018-11-06,gula pasir,12360.0
2018-11-05,gula pasir,12260.0
2018-11-02,gula pasir,12360.0
2018-11-01,gula pasir,12360.0
2018-09-24,gula pasir,12660.0
2018-09-21,gula pasir,12610.0
2018-01-05,gula pasir,13640.0
2018-11-22,gula pasir,12500.0
2018-11-23,gula pasir,12650.0
2018-11-26,gula pasir,12650.0
2018-11-27,gula pasir,12600.0
2018-03-27,gula pasir,13410.0
2018-03-26,gula pasir,13490.0
2018-03-23,gula pasir,13300.0
2018-03-22,gula pasir,13300.0
2018-03-21,gula pasir,13340.0
2018-03-20,gula pasir,13640.0
2018-09-25,gula pasir,12960.0
2018-09-26,gula pasir,12410.0
2018-09-20,gula pasir,12710.0
2018-09-27,gula pasir,12310.0
2018-03-19,gula pasir,13540.0
2018-03-16,gula pasir,13500.0
2018-01-09,gula pasir,13540.0
2018-03-15,gula pasir,13500.0
2018-03-14,gula pasir,13500.0
2018-11-30,gula pasir,12650.0
2018-11-29,gula pasir,12550.0
2018-11-28,gula pasir,12800.0
2018-09-28,gula pasir,12360.0
2018-08-20,gula pasir,12700.0
2018-01-04,gula pasir,13390.0
2018-09-18,gula pasir,12860.0
2018-03-07,gula pasir,13600.0
2018-03-06,gula pasir,13400.0
2018-03-05,gula pasir,13450.0
2018-03-02,gula pasir,13940.0
2018-01-11,gula pasir,13600.0
2018-03-01,gula pasir,13840.0
2018-05-23,gula pasir,13160.0
2018-01-26,gula pasir,13740.0
2018-08-31,gula pasir,12910.0
2018-01-19,gula pasir,13660.0
2018-08-30,gula pasir,12560.0
2018-08-29,gula pasir,12560.0
2018-08-28,gula pasir,12860.0
2018-08-27,gula pasir,12810.0
2018-08-23,gula pasir,12960.0
2018-08-22,gula pasir,12810.0
2018-08-21,gula pasir,12860.0
2018-01-29,gula pasir,13840.0
2018-03-08,gula pasir,13840.0
2018-01-10,gula pasir,13600.0
2018-03-09,gula pasir,13690.0
2018-01-03,gula pasir,13840.0
2018-05-03,gula pasir,12860.0
2018-05-02,gula pasir,13010.0
2018-01-25,gula pasir,13590.0
2018-09-17,gula pasir,12560.0
2018-01-02,gula pasir,13740.0
2018-09-14,gula pasir,12810.0
2018-09-13,gula pasir,12760.0
2018-09-19,gula pasir,13060.0
2018-09-12,gula pasir,12860.0
2018-04-17,gula pasir,12760.0
2018-09-06,gula pasir,12910.0
2018-09-05,gula pasir,12760.0
2018-09-04,gula pasir,12610.0
2018-09-03,gula pasir,12710.0
2018-01-08,gula pasir,13640.0
2018-03-13,gula pasir,13500.0
2018-03-12,gula pasir,13400.0
2018-09-10,gula pasir,12860.0
2018-04-18,gula pasir,12660.0
2018-03-28,gula pasir,13490.0
2018-04-20,gula pasir,12710.0
2018-10-11,gula pasir,12610.0
2018-10-10,gula pasir,12860.0
2018-10-09,gula pasir,12860.0
2018-04-30,gula pasir,12960.0
2018-12-11,gula pasir,12460.0
2018-10-08,gula pasir,12810.0
2018-10-05,gula pasir,12960.0
2018-01-17,gula pasir,13560.0
2018-01-16,gula pasir,13860.0
2018-10-04,gula pasir,12660.0
2018-10-02,gula pasir,12710.0
2018-12-12,gula pasir,12490.0
2018-12-13,gula pasir,12540.0
2018-10-01,gula pasir,12460.0
2018-01-18,gula pasir,13540.0
2018-02-14,gula pasir,14140.0
2018-02-15,gula pasir,14140.0
2018-02-19,gula pasir,14140.0
2018-10-03,gula pasir,12610.0
2018-02-20,gula pasir,14140.0
2018-10-12,gula pasir,12760.0
2018-04-27,gula pasir,12710.0
2018-02-09,gula pasir,14000.0
2018-02-12,gula pasir,13950.0
2018-02-13,gula pasir,13640.0
2018-01-15,gula pasir,14040.0
2018-10-31,gula pasir,12660.0
2018-03-29,gula pasir,13340.0
2018-10-30,gula pasir,12460.0
2018-10-29,gula pasir,12510.0
2018-10-15,gula pasir,12460.0
2018-04-19,gula pasir,12960.0
2018-10-24,gula pasir,12860.0
2018-10-23,gula pasir,12810.0
2018-10-22,gula pasir,12810.0
2018-10-19,gula pasir,12660.0
2018-10-18,gula pasir,12260.0
2018-10-17,gula pasir,12510.0
2018-10-16,gula pasir,12810.0
2018-04-26,gula pasir,12960.0
2018-10-25,gula pasir,12860.0
2018-02-08,gula pasir,13640.0
2018-02-21,gula pasir,13740.0
2018-02-23,gula pasir,13700.0
2018-07-16,gula pasir,13310.0
2018-07-17,gula pasir,13260.0
2018-07-18,gula pasir,13210.0
2018-12-31,gula pasir,12910.0
2018-07-19,gula pasir,13260.0
2018-07-20,gula pasir,13460.0
2018-07-23,gula pasir,13360.0
2018-07-24,gula pasir,12960.0
2018-07-13,gula pasir,13010.0
2018-07-25,gula pasir,13260.0
2018-07-27,gula pasir,13100.0
2018-07-30,gula pasir,13300.0
2018-07-31,gula pasir,13100.0
2018-05-31,gula pasir,12960.0
2018-05-30,gula pasir,12860.0
2018-05-28,gula pasir,13010.0
2018-05-25,gula pasir,13060.0
2018-05-24,gula pasir,12810.0
2018-07-26,gula pasir,13300.0
2018-02-22,gula pasir,13740.0
2018-07-12,gula pasir,13060.0
2018-07-10,gula pasir,13010.0
2018-07-02,gula pasir,13010.0
2018-02-26,gula pasir,13640.0
2018-02-27,gula pasir,13740.0
2018-02-28,gula pasir,13340.0
2018-12-14,gula pasir,12890.0
2018-12-17,gula pasir,12910.0
2018-12-18,gula pasir,12510.0
2018-12-19,gula pasir,12460.0
2018-07-11,gula pasir,12810.0
2018-12-20,gula pasir,12360.0
2018-12-26,gula pasir,12560.0
2018-12-27,gula pasir,13060.0
2018-12-28,gula pasir,12910.0
2018-07-03,gula pasir,12860.0
2018-07-04,gula pasir,12710.0
2018-07-05,gula pasir,12810.0
2018-07-06,gula pasir,13060.0
2018-07-09,gula pasir,12935.0
2018-12-21,gula pasir,12360.0
2018-02-07,gula pasir,14140.0
2018-10-26,gula pasir,12760.0
2018-05-14,gula pasir,12760.0
2018-02-05,gula pasir,13860.0
2018-02-06,gula pasir,14200.0
2018-05-18,gula pasir,12900.0
2018-05-17,gula pasir,12710.0
2018-05-16,gula pasir,13010.0
2018-05-15,gula pasir,12760.0
2018-01-22,gula pasir,13750.0
2018-05-11,gula pasir,13260.0
2018-05-09,gula pasir,12910.0
2018-05-08,gula pasir,12960.0
2018-05-21,gula pasir,12660.0
2018-02-02,gula pasir,14140.0
2018-05-22,gula pasir,12710.0
2018-05-07,gula pasir,13060.0
2018-05-04,gula pasir,12860.0
2018-01-31,gula pasir,14040.0
2018-01-23,gula pasir,14000.0
2018-04-25,gula pasir,12850.0
2018-04-24,gula pasir,12800.0
2018-04-23,gula pasir,13010.0
2018-02-01,gula pasir,13940.0
2018-07-30,ikan kembung,39860.0
2018-07-27,ikan kembung,37860.0
2018-07-26,ikan kembung,39860.0
2018-07-25,ikan kembung,39200.0
2018-07-31,ikan kembung,38860.0
2018-10-04,ikan kembung,36400.0
2018-05-03,ikan kembung,38200.0
2018-05-02,ikan kembung,37200.0
2018-10-31,ikan kembung,35200.0
2018-10-30,ikan kembung,37200.0
2018-10-29,ikan kembung,35400.0
2018-10-26,ikan kembung,36400.0
2018-10-25,ikan kembung,37400.0
2018-08-01,ikan kembung,38860.0
2018-07-24,ikan kembung,42200.0
2018-05-07,ikan kembung,40200.0
2018-07-20,ikan kembung,39200.0
2018-07-02,ikan kembung,37700.0
2018-07-03,ikan kembung,41200.0
2018-07-04,ikan kembung,39700.0
2018-07-05,ikan kembung,35700.0
2018-07-09,ikan kembung,39450.0
2018-07-10,ikan kembung,37200.0
2018-07-11,ikan kembung,37200.0
2018-07-12,ikan kembung,37200.0
2018-07-13,ikan kembung,41200.0
2018-07-16,ikan kembung,41200.0
2018-07-17,ikan kembung,40700.0
2018-07-18,ikan kembung,42200.0
2018-07-23,ikan kembung,39200.0
2018-07-19,ikan kembung,40700.0
2018-05-22,ikan kembung,36140.0
2018-05-21,ikan kembung,34640.0
2018-05-18,ikan kembung,37200.0
2018-05-17,ikan kembung,37700.0
2018-05-16,ikan kembung,38200.0
2018-05-15,ikan kembung,37700.0
2018-05-14,ikan kembung,37200.0
2018-05-11,ikan kembung,40200.0
2018-05-09,ikan kembung,37700.0
2018-05-08,ikan kembung,39200.0
2018-10-24,ikan kembung,35400.0
2018-05-04,ikan kembung,38200.0
2018-05-23,ikan kembung,40140.0
2018-01-24,ikan kembung,37800.0
2018-01-11,ikan kembung,37660.0
2018-10-22,ikan kembung,35400.0
2018-02-06,ikan kembung,38640.0
2018-08-21,ikan kembung,39400.0
2018-08-22,ikan kembung,39400.0
2018-02-05,ikan kembung,39000.0
2018-08-23,ikan kembung,39400.0
2018-08-27,ikan kembung,39400.0
2018-10-12,ikan kembung,35400.0
2018-10-11,ikan kembung,35400.0
2018-10-10,ikan kembung,35400.0
2018-04-26,ikan kembung,35860.0
2018-04-27,ikan kembung,38200.0
2018-04-30,ikan kembung,37700.0
2018-01-25,ikan kembung,37800.0
2018-02-07,ikan kembung,39160.0
2018-10-09,ikan kembung,36400.0
2018-02-01,ikan kembung,37540.0
2018-01-08,ikan kembung,35360.0
2018-01-09,ikan kembung,36660.0
2018-08-28,ikan kembung,39400.0
2018-08-29,ikan kembung,39400.0
2018-08-30,ikan kembung,38900.0
2018-08-31,ikan kembung,39400.0
2018-10-01,ikan kembung,35400.0
2018-01-26,ikan kembung,37860.0
2018-10-02,ikan kembung,34900.0
2018-10-08,ikan kembung,35400.0
2018-10-05,ikan kembung,36900.0
2018-01-10,ikan kembung,37660.0
2018-02-02,ikan kembung,37540.0
2018-08-20,ikan kembung,38625.0
2018-08-16,ikan kembung,39360.0
2018-02-08,ikan kembung,37840.0
2018-10-03,ikan kembung,35400.0
2018-08-02,ikan kembung,38860.0
2018-08-03,ikan kembung,38360.0
2018-10-19,ikan kembung,35400.0
2018-08-06,ikan kembung,38360.0
2018-08-07,ikan kembung,39360.0
2018-10-18,ikan kembung,36400.0
2018-10-17,ikan kembung,36400.0
2018-10-16,ikan kembung,35900.0
2018-10-15,ikan kembung,35400.0
2018-08-08,ikan kembung,39860.0
2018-08-09,ikan kembung,37860.0
2018-08-10,ikan kembung,39860.0
2018-08-13,ikan kembung,39860.0
2018-08-14,ikan kembung,39860.0
2018-08-15,ikan kembung,41860.0
2018-02-28,ikan kembung,38660.0
2018-02-27,ikan kembung,39660.0
2018-02-26,ikan kembung,40660.0
2018-02-23,ikan kembung,37960.0
2018-02-22,ikan kembung,39160.0
2018-02-21,ikan kembung,39460.0
2018-02-20,ikan kembung,39660.0
2018-02-19,ikan kembung,39660.0
2018-02-15,ikan kembung,39660.0
2018-02-14,ikan kembung,39660.0
2018-02-13,ikan kembung,40160.0
2018-02-12,ikan kembung,39840.0
2018-02-09,ikan kembung,40000.0
2018-10-23,ikan kembung,35400.0
2018-07-06,ikan kembung,38700.0
2018-12-12,ikan kembung,40840.0
2018-01-30,ikan kembung,38660.0
2018-12-13,ikan kembung,41340.0
2018-12-11,ikan kembung,41840.0
2018-12-10,ikan kembung,41340.0
2018-12-07,ikan kembung,40840.0
2018-12-06,ikan kembung,40840.0
2018-12-05,ikan kembung,40840.0
2018-12-04,ikan kembung,40160.0
2018-12-03,ikan kembung,39160.0
2018-09-06,ikan kembung,38400.0
2018-03-28,ikan kembung,38540.0
2018-09-03,ikan kembung,39400.0
2018-09-25,ikan kembung,39400.0
2018-01-23,ikan kembung,39000.0
2018-01-31,ikan kembung,38840.0
2018-09-05,ikan kembung,39400.0
2018-09-04,ikan kembung,39900.0
2018-11-13,ikan kembung,38360.0
2018-11-12,ikan kembung,35200.0
2018-01-19,ikan kembung,36660.0
2018-11-09,ikan kembung,36700.0
2018-09-28,ikan kembung,35400.0
2018-06-29,ikan kembung,38700.0
2018-06-28,ikan kembung,37200.0
2018-06-26,ikan kembung,38700.0
2018-06-25,ikan kembung,38700.0
2018-06-22,ikan kembung,39200.0
2018-06-21,ikan kembung,38200.0
2018-06-08,ikan kembung,38700.0
2018-06-07,ikan kembung,36900.0
2018-03-29,ikan kembung,38660.0
2018-06-06,ikan kembung,39200.0
2018-12-14,ikan kembung,39840.0
2018-12-18,ikan kembung,38800.0
2018-11-15,ikan kembung,38940.0
2018-11-16,ikan kembung,37740.0
2018-11-19,ikan kembung,37940.0
2018-11-21,ikan kembung,38940.0
2018-11-22,ikan kembung,37660.0
2018-11-23,ikan kembung,37660.0
2018-11-26,ikan kembung,37660.0
2018-11-27,ikan kembung,37660.0
2018-11-28,ikan kembung,38660.0
2018-11-29,ikan kembung,40660.0
2018-11-30,ikan kembung,39660.0
2018-12-31,ikan kembung,38800.0
2018-09-18,ikan kembung,38400.0
2018-09-19,ikan kembung,37900.0
2018-09-20,ikan kembung,38900.0
2018-09-21,ikan kembung,38400.0
2018-09-14,ikan kembung,38400.0
2018-09-13,ikan kembung,38400.0
2018-01-29,ikan kembung,38860.0
2018-09-12,ikan kembung,41400.0
2018-09-10,ikan kembung,41400.0
2018-09-24,ikan kembung,38400.0
2018-09-07,ikan kembung,37900.0
2018-12-28,ikan kembung,38800.0
2018-12-27,ikan kembung,38800.0
2018-12-26,ikan kembung,39300.0
2018-12-21,ikan kembung,37800.0
2018-12-20,ikan kembung,38800.0
2018-12-19,ikan kembung,38300.0
2018-12-17,ikan kembung,39600.0
2018-06-05,ikan kembung,41700.0
2018-06-04,ikan kembung,37700.0
2018-03-26,ikan kembung,39340.0
2018-01-15,ikan kembung,37800.0
2018-09-26,ikan kembung,38400.0
2018-03-01,ikan kembung,40160.0
2018-01-18,ikan kembung,38860.0
2018-03-02,ikan kembung,38660.0
2018-03-05,ikan kembung,38860.0
2018-03-06,ikan kembung,37860.0
2018-04-02,ikan kembung,40340.0
2018-04-03,ikan kembung,37540.0
2018-04-04,ikan kembung,36700.0
2018-04-05,ikan kembung,36540.0
2018-04-06,ikan kembung,37340.0
2018-04-09,ikan kembung,37840.0
2018-11-14,ikan kembung,37860.0
2018-04-10,ikan kembung,38340.0
2018-04-12,ikan kembung,39200.0
2018-04-13,ikan kembung,36600.0
2018-04-16,ikan kembung,37200.0
2018-04-17,ikan kembung,37200.0
2018-04-18,ikan kembung,37200.0
2018-04-19,ikan kembung,36600.0
2018-04-20,ikan kembung,36200.0
2018-04-23,ikan kembung,37200.0
2018-04-24,ikan kembung,36700.0
2018-04-25,ikan kembung,36700.0
2018-03-07,ikan kembung,38460.0
2018-03-08,ikan kembung,40160.0
2018-03-27,ikan kembung,36600.0
2018-04-11,ikan kembung,37700.0
2018-03-09,ikan kembung,42660.0
2018-09-17,ikan kembung,38400.0
2018-01-12,ikan kembung,37660.0
2018-03-23,ikan kembung,41660.0
2018-03-22,ikan kembung,38360.0
2018-03-21,ikan kembung,36660.0
2018-01-22,ikan kembung,38300.0
2018-01-02,ikan kembung,36660.0
2018-11-08,ikan kembung,37200.0
2018-01-03,ikan kembung,35660.0
2018-11-07,ikan kembung,37200.0
2018-03-20,ikan kembung,38660.0
2018-01-04,ikan kembung,35860.0
2018-03-19,ikan kembung,42160.0
2018-05-31,ikan kembung,37200.0
2018-03-16,ikan kembung,41460.0
2018-01-16,ikan kembung,36660.0
2018-05-30,ikan kembung,38000.0
2018-05-28,ikan kembung,39000.0
2018-01-17,ikan kembung,35660.0
2018-11-01,ikan kembung,35200.0
2018-11-02,ikan kembung,36200.0
2018-11-05,ikan kembung,37200.0
2018-03-15,ikan kembung,39960.0
2018-03-12,ikan kembung,37960.0
2018-11-06,ikan kembung,37200.0
2018-03-14,ikan kembung,39460.0
2018-09-27,ikan kembung,36400.0
2018-01-05,ikan kembung,35360.0
2018-05-24,ikan kembung,37500.0
2018-05-25,ikan kembung,39000.0
2018-03-13,ikan kembung,41460.0
2018-10-30,ikan teri asin,109340.0
2018-10-29,ikan teri asin,110500.0
2018-10-26,ikan teri asin,111500.0
2018-10-31,ikan teri asin,108340.0
2018-09-27,ikan teri asin,103500.0
2018-11-01,ikan teri asin,106640.0
2018-08-03,ikan teri asin,102660.0
2018-08-02,ikan teri asin,109660.0
2018-08-01,ikan teri asin,107660.0
2018-03-29,ikan teri asin,112000.0
2018-03-28,ikan teri asin,114500.0
2018-03-27,ikan teri asin,108900.0
2018-03-26,ikan teri asin,104660.0
2018-03-23,ikan teri asin,102440.0
2018-03-22,ikan teri asin,117340.0
2018-03-21,ikan teri asin,115660.0
2018-03-20,ikan teri asin,103660.0
2018-03-19,ikan teri asin,111660.0
2018-03-16,ikan teri asin,116000.0
2018-01-12,ikan teri asin,100960.0
2018-03-15,ikan teri asin,111000.0
2018-03-13,ikan teri asin,111000.0
2018-03-12,ikan teri asin,101300.0
2018-09-26,ikan teri asin,109500.0
2018-10-25,ikan teri asin,112000.0
2018-01-31,ikan teri asin,107160.0
2018-09-28,ikan teri asin,109800.0
2018-11-12,ikan teri asin,108340.0
2018-11-09,ikan teri asin,108340.0
2018-11-08,ikan teri asin,108840.0
2018-11-07,ikan teri asin,112340.0
2018-11-06,ikan teri asin,106340.0
2018-11-05,ikan teri asin,108340.0
2018-11-02,ikan teri asin,108340.0
2018-03-14,ikan teri asin,107000.0
2018-10-24,ikan teri asin,111000.0
2018-02-27,ikan teri asin,101460.0
2018-10-22,ikan teri asin,111000.0
2018-06-06,ikan teri asin,105500.0
2018-06-05,ikan teri asin,107000.0
2018-06-04,ikan teri asin,110000.0
2018-10-16,ikan teri asin,110000.0
2018-10-15,ikan teri asin,111000.0
2018-10-12,ikan teri asin,112000.0
2018-10-11,ikan teri asin,109500.0
2018-10-10,ikan teri asin,111000.0
2018-10-09,ikan teri asin,107000.0
2018-10-08,ikan teri asin,111000.0
2018-10-05,ikan teri asin,105000.0
2018-10-04,ikan teri asin,109000.0
2018-06-07,ikan teri asin,110000.0
2018-10-03,ikan teri asin,107000.0
2018-10-01,ikan teri asin,111000.0
2018-01-25,ikan teri asin,110000.0
2018-02-01,ikan teri asin,105000.0
2018-02-02,ikan teri asin,105000.0
2018-02-05,ikan teri asin,104340.0
2018-02-06,ikan teri asin,104160.0
2018-02-07,ikan teri asin,111000.0
2018-02-08,ikan teri asin,111000.0
2018-02-09,ikan teri asin,106340.0
2018-02-12,ikan teri asin,110000.0
2018-02-13,ikan teri asin,104660.0
2018-02-14,ikan teri asin,105660.0
2018-10-02,ikan teri asin,109000.0
2018-06-08,ikan teri asin,109000.0
2018-06-21,ikan teri asin,107000.0
2018-06-22,ikan teri asin,103000.0
2018-10-19,ikan teri asin,110000.0
2018-10-18,ikan teri asin,110000.0
2018-10-17,ikan teri asin,111000.0
2018-01-15,ikan teri asin,107660.0
2018-01-16,ikan teri asin,105940.0
2018-01-17,ikan teri asin,103940.0
2018-02-28,ikan teri asin,111000.0
